Word,Length,Freq_HAL,Log_Freq_HAL
sentient,8,1366,7.22
pact,4,1366,7.22
unarmed,7,1365,7.22
preparations,12,1365,7.22
procurement,11,1365,7.22
festivals,9,1365,7.22
conduit,7,1365,7.22
admired,7,1365,7.22
whiskey,7,1364,7.22
stresses,8,1364,7.22
Polly,5,1364,7.22
batter,6,1364,7.22
abiding,7,1363,7.22
warranted,9,1363,7.22
unreleased,10,1363,7.22
skirts,6,1363,7.22
nephew,6,1363,7.22
lumber,6,1363,7.22
enduring,8,1363,7.22
victories,9,1362,7.22
vie,3,1362,7.22
rested,6,1362,7.22
proclaim,8,1362,7.22
ploy,4,1362,7.22
pennies,7,1362,7.22
somebody's,10,1361,7.22
lowly,5,1361,7.22
highlighting,12,1361,7.22
fermentation,12,1361,7.22
enthusiast,10,1361,7.22
robbed,6,1360,7.22
playground,10,1360,7.22
homemade,8,1360,7.22
floats,6,1360,7.22
cryptographic,13,1360,7.22
audible,7,1360,7.22
Apache,6,1360,7.22
stationed,9,1358,7.21
rosen,5,1358,7.21
prescribe,9,1358,7.21
parish,6,1358,7.21
meteorology,11,1358,7.21
embraced,8,1358,7.21
Rudy,4,1357,7.21
impending,9,1357,7.21
fertility,9,1357,7.21
equivalents,11,1357,7.21
autopsy,7,1357,7.21
appealed,8,1357,7.21
poisonous,9,1356,7.21
astonishing,11,1356,7.21
sewer,5,1355,7.21
Hitchcock,9,1355,7.21
barb,4,1355,7.21
withstand,9,1354,7.21
starvation,10,1354,7.21
spouses,7,1354,7.21
fiasco,6,1354,7.21
enrollment,10,1354,7.21
congressmen,11,1354,7.21
arcane,6,1354,7.21
vitro,5,1353,7.21
solids,6,1353,7.21
sanction,8,1353,7.21
dreadful,8,1353,7.21
tier,4,1352,7.21
soaps,5,1352,7.21
soliciting,10,1352,7.21
Russia's,8,1352,7.21
retains,7,1352,7.21
omnipotent,10,1352,7.21
conceive,8,1352,7.21
viva,4,1351,7.21
distort,7,1351,7.21
peg,3,1350,7.21
hue,3,1350,7.21
deductible,10,1350,7.21
cubs,4,1350,7.21
critically,10,1350,7.21
brethren,8,1350,7.21
unfinished,10,1349,7.21
mercenaries,11,1349,7.21
liberated,9,1349,7.21
Eisenhower,10,1349,7.21
vacant,6,1348,7.21
smuggling,9,1348,7.21
prostitute,10,1348,7.21
modal,5,1348,7.21
Marcel,6,1348,7.21
giggle,6,1348,7.21
drip,4,1348,7.21
bacterial,9,1348,7.21
plight,6,1347,7.21
Phyllis,7,1347,7.21
pitching,8,1347,7.21
Mets,4,1347,7.21
lineage,7,1347,7.21
grenades,8,1347,7.21
echoes,6,1347,7.21
believable,10,1347,7.21
wisely,6,1346,7.2
slogans,7,1346,7.2
resentment,10,1346,7.2
mistakenly,10,1346,7.2
gorilla,7,1346,7.2
extracts,8,1346,7.2
memberships,11,1345,7.2
masquerade,10,1345,7.2
intending,9,1345,7.2
Gaelic,6,1345,7.2
trailers,8,1344,7.2
intervene,9,1344,7.2
skepticism,10,1343,7.2
labeling,8,1343,7.2
diabetic,8,1343,7.2
apologized,10,1343,7.2
allegiance,10,1343,7.2
accessory,9,1342,7.2
transient,9,1342,7.2
seeming,7,1342,7.2
persecuted,10,1342,7.2
metaphysical,12,1342,7.2
Mexico's,8,1342,7.2
headings,8,1342,7.2
photocopy,9,1341,7.2
digress,7,1341,7.2
wakes,5,1340,7.2
strictest,9,1340,7.2
Rockefeller,11,1340,7.2
Madam,5,1340,7.2
incurred,8,1340,7.2
challenger,10,1340,7.2
addendum,8,1340,7.2
taxing,6,1339,7.2
strapped,8,1339,7.2
raids,5,1339,7.2
indicted,8,1339,7.2
formidable,10,1339,7.2
Fresno,6,1339,7.2
circulating,11,1339,7.2
cakes,5,1339,7.2
nominate,8,1338,7.2
sailors,7,1337,7.2
mastery,7,1337,7.2
maniac,6,1337,7.2
humanism,8,1337,7.2
gadget,6,1337,7.2
crusader,8,1337,7.2
carrots,7,1337,7.2
blindness,9,1337,7.2
grammatical,11,1336,7.2
athlete,7,1336,7.2
inflammatory,12,1335,7.2
inane,5,1335,7.2
brotherhood,11,1335,7.2
bong,4,1335,7.2
babes,5,1334,7.2
advisors,8,1334,7.2
yawn,4,1333,7.2
scratched,9,1333,7.2
formulated,10,1333,7.2
Sawyer,6,1332,7.19
madman,6,1332,7.19
orient,6,1331,7.19
dew,3,1331,7.19
crackers,8,1331,7.19
throats,7,1330,7.19
parted,6,1330,7.19
peasant,7,1330,7.19
misconception,13,1330,7.19
daisy,5,1330,7.19
anthem,6,1330,7.19
antibodies,10,1330,7.19
paced,5,1329,7.19
loosen,6,1329,7.19
Giovanni,8,1329,7.19
froze,5,1329,7.19
enroll,6,1329,7.19
corpses,7,1329,7.19
beige,5,1329,7.19
elephants,9,1328,7.19
disrupt,7,1328,7.19
chanting,8,1328,7.19
chased,6,1328,7.19
tile,4,1327,7.19
reviewers,9,1327,7.19
maritime,8,1327,7.19
gourmet,7,1326,7.19
condone,7,1326,7.19
Burmese,7,1326,7.19
student's,9,1325,7.19
schooling,9,1325,7.19
Romeo,5,1325,7.19
Mexicans,8,1325,7.19
resonance,9,1324,7.19
meridian,8,1324,7.19
decisive,8,1324,7.19
bitten,6,1324,7.19
Adolf,5,1324,7.19
travellers,10,1323,7.19
Tahoe,5,1323,7.19
risking,7,1323,7.19
punctuation,11,1323,7.19
cipher,6,1323,7.19
administering,13,1323,7.19
retract,7,1322,7.19
salute,6,1321,7.19
lent,4,1321,7.19
vomiting,8,1320,7.19
trembling,9,1320,7.19
pricey,6,1320,7.19
instability,11,1320,7.19
forgiving,9,1320,7.19
fart,4,1320,7.19
cooled,6,1320,7.19
unanswered,10,1319,7.18
optimist,8,1319,7.18
lighthouse,10,1319,7.18
indefinitely,12,1319,7.18
fences,6,1319,7.18
ecosystem,9,1319,7.18
confirming,10,1319,7.18
bleach,6,1319,7.18
oxide,5,1318,7.18
interstellar,12,1318,7.18
frontiers,9,1318,7.18
cottage,7,1318,7.18
chilling,8,1318,7.18
Kenya,5,1317,7.18
contaminated,12,1317,7.18
Sioux,5,1316,7.18
rains,5,1316,7.18
enlightening,12,1316,7.18
cub,3,1316,7.18
coils,5,1316,7.18
Westminster,11,1315,7.18
suckers,7,1315,7.18
scalp,5,1315,7.18
reacting,8,1315,7.18
implant,7,1315,7.18
sweater,7,1314,7.18
resin,5,1314,7.18
patriotic,9,1314,7.18
hugged,6,1314,7.18
vomit,5,1313,7.18
trousers,8,1313,7.18
sparse,6,1313,7.18
Scots,5,1313,7.18
singularity,11,1312,7.18
sew,3,1312,7.18
secretariat,11,1312,7.18
illicit,7,1312,7.18
caucus,6,1312,7.18
alternating,11,1312,7.18
viola,5,1311,7.18
riddle,6,1311,7.18
meadows,7,1311,7.18
islet,5,1311,7.18
hopping,7,1311,7.18
suspense,8,1310,7.18
speedway,8,1310,7.18
leukemia,8,1310,7.18
collegiate,10,1310,7.18
troopers,8,1309,7.18
useable,7,1308,7.18
shaving,7,1308,7.18
negro,5,1308,7.18
menace,6,1308,7.18
floods,6,1308,7.18
detrimental,11,1308,7.18
Stafford,8,1307,7.18
Sidney,6,1307,7.18
repentant,9,1307,7.18
inconsistencies,15,1307,7.18
disastrous,10,1307,7.18
perverted,9,1306,7.17
opted,5,1306,7.17
bowler,6,1306,7.17
tame,4,1305,7.17
murk,4,1305,7.17
hen,3,1305,7.17
considerate,11,1305,7.17
auxiliary,9,1305,7.17
probabilities,13,1304,7.17
inception,9,1304,7.17
Freud,5,1304,7.17
clarified,9,1304,7.17
weighing,8,1303,7.17
tripping,8,1303,7.17
plumbing,8,1303,7.17
invading,8,1303,7.17
family's,8,1303,7.17
doctoral,8,1303,7.17
centering,9,1303,7.17
applaud,7,1303,7.17
Peruvian,8,1302,7.17
overwhelmingly,14,1302,7.17
fodder,6,1302,7.17
accomplishment,14,1301,7.17
saturated,9,1301,7.17
muse,4,1301,7.17
Marlborough,11,1301,7.17
gown,4,1301,7.17
pervert,7,1300,7.17
lingerie,8,1300,7.17
hemoglobin,10,1300,7.17
efficacy,8,1300,7.17
deceive,7,1300,7.17
captains,8,1300,7.17
tangent,7,1299,7.17
soaring,7,1299,7.17
hamlet,6,1299,7.17
fatty,5,1299,7.17
contraction,11,1299,7.17
traumatic,9,1298,7.17
wager,5,1297,7.17
revert,6,1297,7.17
reprints,8,1297,7.17
nitrate,7,1297,7.17
hawks,5,1297,7.17
groin,5,1297,7.17
facets,6,1297,7.17
distraction,11,1297,7.17
cadence,7,1297,7.17
Smithsonian,11,1296,7.17
Satanism,8,1296,7.17
coarse,6,1296,7.17
capitals,8,1296,7.17
annex,5,1296,7.17
toxicity,8,1295,7.17
that'd,6,1295,7.17
reader's,8,1295,7.17
mortals,7,1295,7.17
kidnapped,9,1295,7.17
fists,5,1295,7.17
diminish,8,1295,7.17
wrongs,6,1294,7.17
undertake,9,1294,7.17
team's,6,1294,7.17
professions,11,1294,7.17
insider,7,1294,7.17
behaving,8,1294,7.17
mailings,8,1293,7.16
hostage,7,1293,7.16
expansions,10,1293,7.16
conservatism,12,1293,7.16
terrestrial,11,1292,7.16
sails,5,1292,7.16
paved,5,1292,7.16
espionage,9,1292,7.16
reflex,6,1291,7.16
orgasms,7,1291,7.16
endlessly,9,1291,7.16
disposition,11,1291,7.16
brink,5,1291,7.16
spheres,7,1290,7.16
restraining,11,1290,7.16
racers,6,1290,7.16
headphones,10,1290,7.16
tasteless,9,1289,7.16
Stella,6,1289,7.16
Roswell,7,1289,7.16
legitimacy,10,1289,7.16
crest,5,1289,7.16
cages,5,1289,7.16
aggressively,12,1289,7.16
Yankees,7,1288,7.16
settlements,11,1288,7.16
goggles,7,1288,7.16
barred,6,1288,7.16
scars,5,1287,7.16
prosecute,9,1287,7.16
Martian,7,1287,7.16
curvature,9,1287,7.16
ripe,4,1286,7.16
plywood,7,1286,7.16
obligatory,10,1286,7.16
meteor,6,1286,7.16
correlated,10,1286,7.16
collateral,10,1286,7.16
axioms,6,1286,7.16
ballistic,9,1285,7.16
preclude,8,1284,7.16
frowned,7,1284,7.16
briefs,6,1284,7.16
islanders,9,1283,7.16
dreamer,7,1283,7.16
attackers,9,1283,7.16
zealot,6,1282,7.16
conclusive,10,1282,7.16
conjecture,10,1282,7.16
stains,6,1281,7.16
pulley,6,1281,7.16
jerky,5,1281,7.16
grapes,6,1281,7.16
averaging,9,1281,7.16
preface,7,1280,7.15
musically,9,1280,7.15
Julius,6,1280,7.15
grandma,7,1280,7.15
crib,4,1280,7.15
abdomen,7,1279,7.15
writ,4,1279,7.15
yogurt,6,1279,7.15
pathology,9,1279,7.15
latch,5,1279,7.15
intimidation,12,1279,7.15
hoop,4,1279,7.15
Dalton,6,1279,7.15
ambiguity,9,1279,7.15
objectionable,13,1278,7.15
lettering,9,1278,7.15
unhealthy,9,1277,7.15
rampage,7,1277,7.15
puke,4,1277,7.15
contingency,11,1277,7.15
climbs,6,1277,7.15
calendars,9,1277,7.15
boogie,6,1277,7.15
axiom,5,1277,7.15
manifesto,9,1276,7.15
acquaintance,12,1275,7.15
there'll,8,1275,7.15
servicing,9,1275,7.15
Sam's,5,1275,7.15
rocking,7,1275,7.15
expenditure,11,1275,7.15
diagonal,8,1275,7.15
prosecutors,11,1274,7.15
mace,4,1274,7.15
juicy,5,1274,7.15
inalienable,11,1274,7.15
chunky,6,1274,7.15
stuffing,8,1273,7.15
sausage,7,1273,7.15
rudder,6,1273,7.15
perpendicular,13,1273,7.15
cram,4,1273,7.15
teller,6,1272,7.15
saucer,6,1272,7.15
horizontally,12,1272,7.15
Finn,4,1272,7.15
fascists,8,1272,7.15
talon,5,1271,7.15
numb,4,1271,7.15
mutations,9,1271,7.15
deter,5,1271,7.15
asphalt,7,1271,7.15
swung,5,1270,7.15
insensitive,11,1270,7.15
instantaneous,13,1270,7.15
interdisciplinary,17,1270,7.15
communicator,12,1270,7.15
aloud,5,1270,7.15
tiles,5,1269,7.15
everlasting,11,1269,7.15
welcomes,8,1268,7.15
crouch,6,1268,7.15
concur,6,1268,7.15
carved,6,1268,7.15
uncut,5,1267,7.14
Martin's,8,1267,7.14
towels,6,1266,7.14
devoid,6,1266,7.14
selves,6,1265,7.14
modifier,8,1265,7.14
finch,5,1265,7.14
Cyclops,7,1265,7.14
bigoted,7,1265,7.14
additives,9,1265,7.14
aggregate,9,1265,7.14
whereabouts,11,1264,7.14
turnover,8,1264,7.14
seniors,7,1264,7.14
exercised,9,1264,7.14
disgrace,8,1264,7.14
bulge,5,1264,7.14
Picasso,7,1263,7.14
laughable,9,1263,7.14
skeptics,8,1262,7.14
rites,5,1262,7.14
tempting,8,1261,7.14
termed,6,1261,7.14
therapeutic,11,1261,7.14
puppets,7,1261,7.14
boldly,6,1261,7.14
transmutation,13,1260,7.14
taps,4,1260,7.14
particulars,11,1260,7.14
memorabilia,11,1260,7.14
Libya,5,1260,7.14
hamburger,9,1260,7.14
feint,5,1260,7.14
cruises,7,1260,7.14
attendant,9,1260,7.14
anecdotes,9,1260,7.14
snug,4,1259,7.14
rulebook,8,1259,7.14
punching,8,1259,7.14
mattress,8,1259,7.14
judo,4,1259,7.14
fireplace,9,1259,7.14
effected,8,1259,7.14
spouting,8,1258,7.14
rye,3,1258,7.14
payload,7,1258,7.14
paranormal,10,1258,7.14
jammed,6,1258,7.14
gall,4,1258,7.14
expandable,10,1258,7.14
corpus,6,1258,7.14
beginnings,10,1258,7.14
ambition,8,1258,7.14
titanium,8,1257,7.14
Regina,6,1257,7.14
reorganization,14,1257,7.14
melee,5,1257,7.14
isles,5,1257,7.14
endeavors,9,1257,7.14
buds,4,1257,7.14
whispers,8,1256,7.14
specialization,14,1256,7.14
presto,6,1256,7.14
phenomenal,10,1256,7.14
exporting,9,1256,7.14
vigorously,10,1255,7.13
valor,5,1255,7.13
treasurer,9,1255,7.13
pleading,8,1255,7.13
pixie,5,1255,7.13
lei,3,1255,7.13
folly,5,1255,7.13
bottled,7,1255,7.13
viability,9,1254,7.13
Southampton,11,1254,7.13
slew,4,1254,7.13
Rudolph,7,1254,7.13
pseudonym,9,1254,7.13
pudding,7,1254,7.13
Nicolas,7,1254,7.13
malice,6,1254,7.13
leprechaun,10,1254,7.13
distinguishing,14,1254,7.13
catcher,7,1254,7.13
blush,5,1254,7.13
affinity,8,1254,7.13
resorting,9,1253,7.13
pharmacology,12,1253,7.13
esteem,6,1253,7.13
compendium,10,1253,7.13
capitalists,11,1253,7.13
carnivorous,11,1253,7.13
striving,8,1252,7.13
sacrificing,11,1252,7.13
raced,5,1252,7.13
manpower,8,1252,7.13
gentiles,8,1252,7.13
forestry,8,1252,7.13
converse,8,1252,7.13
conducts,8,1252,7.13
disrespect,10,1251,7.13
cowardly,8,1251,7.13
Algeria,7,1251,7.13
textual,7,1250,7.13
revisionist,11,1250,7.13
irritated,9,1250,7.13
indistinguishable,17,1250,7.13
balances,8,1250,7.13
lax,3,1249,7.13
greeted,7,1249,7.13
captures,8,1249,7.13
unrestricted,12,1248,7.13
furnace,7,1248,7.13
flotilla,8,1248,7.13
constrained,11,1248,7.13
autism,6,1248,7.13
spraying,8,1247,7.13
parachute,9,1247,7.13
Hector,6,1247,7.13
deposited,9,1247,7.13
sprinkle,8,1246,7.13
rune,4,1246,7.13
inspiring,9,1246,7.13
cutter,6,1246,7.13
zipper,6,1245,7.13
Venice,6,1245,7.13
marched,7,1245,7.13
healthier,9,1245,7.13
bedtime,7,1245,7.13
penal,5,1244,7.13
manic,5,1244,7.13
gnat,4,1244,7.13
floss,5,1244,7.13
horrendous,10,1243,7.13
entails,7,1243,7.13
amplified,9,1243,7.13
Wichita,7,1242,7.12
vanity,6,1242,7.12
startled,8,1242,7.12
maneuvers,9,1242,7.12
vine,4,1241,7.12
violet,6,1241,7.12
Shelley,7,1241,7.12
Newtonian,9,1241,7.12
inertia,7,1241,7.12
imbalance,9,1241,7.12
acoustics,9,1240,7.12
rocker,6,1240,7.12
rebound,7,1240,7.12
prosperous,10,1240,7.12
polymer,7,1240,7.12
establishes,11,1240,7.12
coma,4,1240,7.12
cigar,5,1240,7.12
aspirin,7,1239,7.12
vest,4,1238,7.12
tong,4,1238,7.12
textile,7,1238,7.12
leaping,7,1238,7.12
earns,5,1238,7.12
Egyptians,9,1238,7.12
skulls,6,1237,7.12
perpetrated,11,1237,7.12
outraged,8,1237,7.12
Norma,5,1237,7.12
desperation,11,1237,7.12
parole,6,1236,7.12
Midwestern,10,1236,7.12
disarmed,8,1236,7.12
curl,4,1236,7.12
Abe,3,1235,7.12
uneducated,10,1235,7.12
uneven,6,1235,7.12
stumped,7,1235,7.12
rotated,7,1235,7.12
muck,4,1235,7.12
Mohammad,8,1235,7.12
migrated,8,1235,7.12
apostle,7,1235,7.12
stool,5,1234,7.12
smelled,7,1234,7.12
rattle,6,1234,7.12
harmed,6,1234,7.12
gazette,7,1234,7.12
Stacey,6,1233,7.12
shaping,7,1233,7.12
flipper,7,1233,7.12
bushes,6,1233,7.12
dissident,9,1232,7.12
demographic,11,1232,7.12
deceptive,9,1232,7.12
commando,8,1232,7.12
inward,6,1231,7.12
horde,5,1231,7.12
herding,7,1231,7.12
fertilizer,10,1231,7.12
emptiness,9,1231,7.12
cradle,6,1231,7.12
cords,5,1231,7.12
compulsory,10,1231,7.12
Cheshire,8,1231,7.12
backside,8,1231,7.12
abruptly,8,1230,7.11
weld,4,1230,7.11
offender,8,1230,7.11
injure,6,1230,7.11
weaken,6,1229,7.11
sadness,7,1229,7.11
heresy,6,1229,7.11
evergreen,9,1229,7.11
cabinets,8,1229,7.11
autobiography,13,1229,7.11
slimy,5,1228,7.11
shortcomings,12,1228,7.11
renowned,8,1228,7.11
hires,5,1228,7.11
domino,6,1228,7.11
communicated,12,1228,7.11
buckle,6,1228,7.11
ammonia,7,1228,7.11
adultery,8,1228,7.11
agility,7,1228,7.11
offenses,8,1227,7.11
lowers,6,1227,7.11
Evelyn,6,1227,7.11
confederation,13,1227,7.11
primes,6,1226,7.11
freshly,7,1226,7.11
attest,6,1226,7.11
attracting,10,1226,7.11
amplitude,9,1226,7.11
utilizes,8,1225,7.11
congenital,10,1225,7.11
reptile,7,1224,7.11
Maureen,7,1224,7.11
dandy,5,1224,7.11
brewers,7,1224,7.11
waiter,6,1223,7.11
strained,8,1223,7.11
loaf,4,1223,7.11
vouchers,8,1222,7.11
nemesis,7,1222,7.11
newborn,7,1222,7.11
Guinness,8,1222,7.11
gentile,7,1222,7.11
foe,3,1222,7.11
fearsome,8,1222,7.11
drafts,6,1222,7.11
dared,5,1222,7.11
condemnation,12,1222,7.11
condemning,10,1222,7.11
Chesapeake,10,1222,7.11
yin,3,1221,7.11
skinhead,8,1221,7.11
rivals,6,1221,7.11
nicest,6,1221,7.11
Calcutta,8,1221,7.11
rewriting,9,1220,7.11
psychologists,13,1220,7.11
painless,8,1220,7.11
mysticism,9,1220,7.11
idiocy,6,1220,7.11
cling,5,1220,7.11
castles,7,1220,7.11
solicit,7,1219,7.11
munch,5,1219,7.11
heterogeneous,13,1219,7.11
eyed,4,1219,7.11
dictated,8,1219,7.11
centurion,9,1219,7.11
presumption,11,1218,7.1
probing,7,1218,7.1
originality,11,1218,7.1
knocks,6,1218,7.1
evidenced,9,1218,7.1
coupling,8,1218,7.1
consolidated,12,1218,7.1
conceivable,11,1218,7.1
teamwork,8,1217,7.1
squash,6,1217,7.1
rebate,6,1217,7.1
powerless,9,1217,7.1
hesitation,10,1217,7.1
acknowledging,13,1216,7.1
sketches,8,1215,7.1
postulate,9,1215,7.1
ballots,7,1215,7.1
abbreviated,11,1214,7.1
withheld,8,1214,7.1
patriots,8,1214,7.1
negligible,10,1214,7.1
Labrador,8,1214,7.1
intermarriage,13,1214,7.1
feeble,6,1214,7.1
diarrhea,8,1214,7.1
cracker,7,1214,7.1
collectible,11,1214,7.1
glaring,7,1213,7.1
shielded,8,1212,7.1
pox,3,1212,7.1
spurious,8,1211,7.1
cactus,6,1211,7.1
spewing,7,1210,7.1
prudent,7,1210,7.1
freehand,8,1210,7.1
bitterness,10,1210,7.1
terriers,8,1209,7.1
prostate,8,1209,7.1
nucleus,7,1209,7.1
descending,10,1209,7.1
buffered,8,1209,7.1
buffet,6,1209,7.1
shaken,6,1208,7.1
respiratory,11,1208,7.1
progressed,10,1208,7.1
masturbate,10,1208,7.1
indefinite,10,1208,7.1
hallucinations,14,1208,7.1
suitcase,8,1207,7.1
salaried,8,1207,7.1
rotary,6,1207,7.1
purposely,9,1207,7.1
diapers,7,1207,7.1
assistants,10,1207,7.1
accumulation,12,1206,7.1
unconditional,13,1206,7.1
solicited,9,1206,7.1
residue,7,1206,7.1
llama,5,1206,7.1
executor,8,1206,7.1
bows,4,1206,7.1
sleepy,6,1205,7.09
Seoul,5,1205,7.09
rib,3,1205,7.09
citizenry,9,1205,7.09
astounding,10,1205,7.09
inflict,7,1204,7.09
envision,8,1204,7.09
dearly,6,1204,7.09
truthful,8,1203,7.09
scramble,8,1203,7.09
narrowed,8,1203,7.09
minimized,9,1203,7.09
proverb,7,1202,7.09
bard,4,1202,7.09
ions,4,1201,7.09
conserve,8,1201,7.09
chamberlain,11,1201,7.09
amigo,5,1201,7.09
advisable,9,1201,7.09
turnaround,10,1200,7.09
spikes,6,1200,7.09
scrambling,10,1200,7.09
possessions,11,1200,7.09
intimidated,11,1200,7.09
inequality,10,1200,7.09
halted,6,1200,7.09
entitlement,11,1200,7.09
calmly,6,1200,7.09
warehousing,11,1199,7.09
resisted,8,1199,7.09
Lenin,5,1199,7.09
Lee's,5,1199,7.09
instruct,8,1199,7.09
hallmark,8,1199,7.09
Dickinson,9,1199,7.09
medicines,9,1198,7.09
innate,6,1198,7.09
bamboo,6,1198,7.09
aspirations,11,1198,7.09
virginity,9,1197,7.09
untouched,9,1197,7.09
exploiting,10,1197,7.09
barley,6,1197,7.09
Socrates,8,1196,7.09
puff,4,1196,7.09
parcel,6,1196,7.09
elusive,7,1196,7.09
corona,6,1196,7.09
detached,8,1195,7.09
thermodynamics,14,1194,7.09
possesses,9,1194,7.09
mailboxes,9,1194,7.09
degrade,7,1194,7.09
bursts,6,1194,7.09
sleazy,6,1193,7.08
persists,8,1193,7.08
attracts,8,1193,7.08
symbolism,9,1192,7.08
subconscious,12,1192,7.08
lord's,6,1192,7.08
gadgets,7,1192,7.08
cues,4,1192,7.08
coping,6,1192,7.08
nudist,6,1191,7.08
distract,8,1191,7.08
traitor,7,1190,7.08
propagated,10,1190,7.08
paycheck,8,1190,7.08
ox,2,1190,7.08
masked,6,1190,7.08
laced,5,1190,7.08
kidnapping,10,1190,7.08
idols,5,1190,7.08
concurrently,12,1190,7.08
begged,6,1190,7.08
spilled,7,1189,7.08
Smith's,7,1189,7.08
reissue,7,1189,7.08
orioles,7,1189,7.08
impatient,9,1189,7.08
Canterbury,10,1189,7.08
wheelchair,10,1188,7.08
unrest,6,1188,7.08
transitions,11,1188,7.08
ruining,7,1188,7.08
paradigms,9,1188,7.08
computations,12,1188,7.08
wormwood,8,1187,7.08
slopes,6,1187,7.08
fatality,8,1187,7.08
constellation,13,1187,7.08
Trojan,6,1186,7.08
thyroid,7,1186,7.08
opposes,7,1186,7.08
nomad,5,1186,7.08
jars,4,1186,7.08
intermittent,12,1186,7.08
orbits,6,1185,7.08
vigorous,8,1184,7.08
spices,6,1184,7.08
intelligently,13,1184,7.08
elk,3,1184,7.08
compliments,11,1184,7.08
bandwagon,9,1184,7.08
ultraviolet,11,1183,7.08
strait,6,1183,7.08
respectful,10,1183,7.08
ranged,6,1183,7.08
pleas,5,1183,7.08
instituted,10,1183,7.08
distributes,11,1183,7.08
accented,8,1182,7.07
transforms,10,1182,7.07
Reginald,8,1182,7.07
lizards,7,1182,7.07
fraudulent,10,1182,7.07
fluke,5,1182,7.07
creamy,6,1182,7.07
concessions,11,1182,7.07
captain's,9,1182,7.07
waltz,5,1181,7.07
Potomac,7,1181,7.07
pragmatic,9,1181,7.07
laces,5,1181,7.07
extremist,9,1181,7.07
denotes,7,1181,7.07
spokes,6,1180,7.07
provocative,11,1180,7.07
kappa,5,1180,7.07
drains,6,1180,7.07
dishonesty,10,1180,7.07
pasture,7,1179,7.07
exquisite,9,1179,7.07
blockade,8,1179,7.07
bans,4,1179,7.07
reconcile,9,1178,7.07
muster,6,1178,7.07
formulate,9,1178,7.07
errant,6,1178,7.07
commissioned,12,1178,7.07
tug,3,1177,7.07
supernova,9,1177,7.07
seriousness,11,1177,7.07
sewers,6,1177,7.07
optimizing,10,1177,7.07
windy,5,1176,7.07
unwarranted,11,1176,7.07
Theresa,7,1176,7.07
thinkers,8,1176,7.07
stained,7,1176,7.07
sidekick,8,1176,7.07
registrations,13,1176,7.07
vacations,9,1175,7.07
unleashed,9,1175,7.07
rosettes,8,1175,7.07
knelt,5,1175,7.07
hams,4,1175,7.07
freestyle,9,1175,7.07
dung,4,1175,7.07
clauses,7,1175,7.07
begs,4,1175,7.07
wads,4,1174,7.07
revived,7,1174,7.07
parenthood,10,1174,7.07
generalize,10,1174,7.07
feline,6,1174,7.07
exposition,10,1174,7.07
tightened,9,1173,7.07
screwdriver,11,1173,7.07
revolver,8,1173,7.07
manila,6,1173,7.07
experimented,12,1173,7.07
backstage,9,1173,7.07
Webster's,9,1172,7.07
holiness,8,1172,7.07
Dane,4,1172,7.07
bummer,6,1172,7.07
underside,9,1171,7.07
solitaire,9,1171,7.07
separates,9,1171,7.07
salts,5,1171,7.07
microscope,10,1171,7.07
Fidel,5,1171,7.07
crook,5,1171,7.07
artificially,12,1171,7.07
appliances,10,1171,7.07
affectionate,12,1171,7.07
vogue,5,1170,7.06
supper,6,1170,7.06
succeeds,8,1170,7.06
reusable,8,1170,7.06
merging,7,1170,7.06
blob,4,1170,7.06
armory,6,1170,7.06
trustworthy,11,1169,7.06
settlers,8,1169,7.06
ruthless,8,1169,7.06
nostalgia,9,1169,7.06
fungi,5,1169,7.06
sedan,5,1168,7.06
radicals,8,1168,7.06
prayed,6,1168,7.06
monarchy,8,1168,7.06
grinning,8,1168,7.06
eyebrows,8,1168,7.06
fab,3,1168,7.06
adventurers,11,1168,7.06
multiplication,14,1167,7.06
bays,4,1167,7.06
printout,8,1166,7.06
latency,7,1166,7.06
diplomat,8,1166,7.06
averaged,8,1166,7.06
regulating,10,1165,7.06
nicotine,8,1165,7.06
mislead,7,1165,7.06
kingdoms,8,1165,7.06
brag,4,1165,7.06
arranging,9,1165,7.06
shafts,6,1164,7.06
program's,9,1164,7.06
legions,7,1164,7.06
hefty,5,1164,7.06
Finns,5,1164,7.06
limbo,5,1163,7.06
helium,6,1163,7.06
exhibited,9,1163,7.06
daddy's,7,1163,7.06
amazement,9,1163,7.06
Hancock,7,1162,7.06
avenues,7,1162,7.06
vocalist,8,1161,7.06
spaghetti,9,1161,7.06
ratified,8,1161,7.06
frantic,7,1160,7.06
beeps,5,1160,7.06
summoned,8,1159,7.06
strands,7,1159,7.06
raining,7,1159,7.06
framing,7,1159,7.06
repressed,9,1158,7.05
redistributed,13,1158,7.05
pleasantly,10,1158,7.05
orthodoxy,9,1158,7.05
lookout,7,1158,7.05
cleanly,7,1158,7.05
upstream,8,1157,7.05
rendition,9,1157,7.05
quits,5,1157,7.05
migrating,9,1157,7.05
identifiable,12,1157,7.05
handwriting,11,1157,7.05
harpoon,7,1157,7.05
capacitors,10,1157,7.05
wares,5,1156,7.05
Luke's,6,1156,7.05
friendships,11,1156,7.05
cumbersome,10,1156,7.05
battered,8,1156,7.05
resolves,8,1155,7.05
oscillator,10,1155,7.05
careless,8,1155,7.05
Vicky,5,1154,7.05
permissible,11,1154,7.05
meow,4,1154,7.05
impractical,11,1154,7.05
ghetto,6,1154,7.05
disciple,8,1154,7.05
capacities,10,1154,7.05
